Product_Name,Total,Selling_Price,Offer,Ratings,Description
"Redmi Note 7S (Ruby Red, 32 GB)","₹11,999","₹9,799",18% off,4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.0 cm (6.3 inch) Full HD+ Display 48MP + 5MP | 13MP Front Camera 4000 mAh Battery Qualcomm Snapdragon 660 AIE Processor Splash Proof - Protected by P2i Quick Charge 4.0 Support Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"I Kall S1 Plus With 6GB Virtual RAM (Purple, 128 GB)","₹11,999","₹9,499",20% off,3.6,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 17.27 cm (6.8 inch) HD+ Display 13MP + 5MP + 2MP | 8MP Front Camera 6000 mAh Battery Octa Core Processor 1 Year Domestic Warranty
"LAVA Yuva 3Pro (Forest Viridian, 128 GB)","₹12,999","₹9,200",29% off,N/A,8 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year
"LAVA Yuva 3Pro (Meadow Purple, 128 GB)","₹12,999","₹8,999",30% off,N/A,8 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year
"MOTOROLA g14 (Pale Lilac, 128 GB)","₹12,999","₹8,499",34% off,4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery T616 Processor Immersive Stereo Speakers with Dolby Atmos 1 Year on Handset and 6 Months on Accessories
"realme C51 (Mint Green, 64 GB)","₹10,999","₹8,999",18% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB 17.12 cm (6.74 inch) HD Display 50MP + 0.08MP | 5MP Front Camera 5000 mAh Battery T612 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme C51 (Mint Green, 64 GB)","₹10,999","₹8,999",18% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB 17.12 cm (6.74 inch) HD Display 50MP + 0.08MP | 5MP Front Camera 5000 mAh Battery T612 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"MOTOROLA g14 (Steel Gray, 128 GB)","₹12,999","₹8,499",34% off,4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery T616 Processor Immersive Stereo Speakers with Dolby Atmos 1 Year on Handset and 6 Months on Accessories
"realme C51 (Carbon Black, 64 GB)","₹10,999","₹8,999",18% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB 17.12 cm (6.74 inch) HD Display 50MP + 0.08MP | 5MP Front Camera 5000 mAh Battery T612 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Infinix NOTE 12i (Force Black, 64 GB)","₹12,999","₹8,499",34% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 17.02 cm (6.7 inch) Full HD+ AMOLED Display 50 MP + 2 MP + QVGA | 8MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G85 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix HOT 30i (Marigold, 128 GB)","₹11,999","₹8,299",30% off,4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP + AI Lens | 5MP Front Camera 5000 mAh Battery G37 Processor 1 Year on Handset and 6 Months on Accessories
"POCO M5 (Icy Blue, 128 GB)","₹18,999","₹8,999",52% off,4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G99 Processor 1 Year for Handset, 6 Months for Accessories"
"Infinix NOTE 12i (Metaverse Blue, 64 GB)","₹12,999","₹8,499",34% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 17.02 cm (6.7 inch) Full HD+ AMOLED Display 50 MP + 2 MP + QVGA | 8MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G85 Processor 1 Year on Handset and 6 Months on Accessories
"POCO C65 (Matte Black, 128 GB)","₹10,999","₹8,499",22% off,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 17.12 cm (6.74 inch) HD+ Display 50MP + AI Lens + 2MP | 8MP Front Camera 5000 mAh Battery Helio G85 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"Infinix NOTE 12i (Alpine White, 64 GB)","₹12,999","₹8,499",34% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 17.02 cm (6.7 inch) Full HD+ AMOLED Display 50 MP + 2 MP + QVGA | 8MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G85 Processor 1 Year on Handset and 6 Months on Accessories
"POCO C65 (Pastel Blue, 128 GB)","₹10,999","₹8,499",22% off,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 17.12 cm (6.74 inch) HD+ Display 50MP + AI Lens + 2MP | 8MP Front Camera 5000 mAh Battery Helio G85 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"POCO M5 (Power Black, 128 GB)","₹18,999","₹8,999",52% off,4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G99 Processor 1 Year for Handset, 6 Months for Accessories"
"I Kall Z19Pro Ultra (champagne, 128 GB)","₹10,999","₹7,989",27% off,3.5,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.51 cm (6.5 inch) HD+ Display 13MP + 2MP | 8MP Front Camera 5000 mAh Battery Octa Core Processor 1 Year Domestic Warranty
"MOTOROLA g14 (Butter Cream, 128 GB)","₹12,999","₹8,499",34% off,4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery T616 Processor Immersive Stereo Speakers with Dolby Atmos 1 Year on Handset and 6 Months on Accessories
"SAMSUNG Galaxy M04 (Light Green, 64 GB)","₹11,999","₹7,999",33% off,4.1,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) HD+ Display 13MP + 2MP | 5MP Front Camera 5000 mAh Battery MediaTek Helio P35 Processor 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"REDMI A2+ (Classic Black, 128 GB)","₹12,499","₹7,446",40% off,4.1,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.56 cm (6.52 inch) HD+ Display 8MP + 8MP | 5MP + 5MP Dual Front Camera 5000 mAh Battery OCTA CORE Processor 1 Year and 6 months for Battery,Accessories"
"MOTOROLA e32 (Eco Black, 64 GB)","₹11,999","₹8,999",25% off,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Mediatek Helio G37 Processor 1 Year on Handset and 6 Months on Accessories
"SAMSUNG Galaxy M04 (Light Green, 128 GB)","₹13,499","₹8,665",35% off,4.1,4 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) HD+ Display 13MP + 2MP 5000 mAh Battery MediaTek Helio P35 Processor 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories
"Tecno Spark Go 2023 6.56 HD+Display 13MP Dual Camera (Orange, 64 GB)","₹9,999","₹6,935",30% off,4.3,4 GB RAM | 64 GB ROM 16.66 cm (6.56 inch) Display 13MP Rear Camera 5000 mAh Battery Domestic Warranty of 12 Months on Phone & 6 Months on Accessories
"MOTOROLA e32 (Arctic Blue, 64 GB)","₹11,999","₹8,999",25% off,3.9,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Mediatek Helio G37 Processor 1 Year on Handset and 6 Months on Accessories
"SAMSUNG Galaxy M04 (Light Green, 128 GB)","₹13,499","₹8,499",37% off,4.1,4 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) HD+ Display 13MP + 2MP 5000 mAh Battery MediaTek Helio P35 Processor 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories
"Tecno Spark Go 2023 (UYUNI BLUE, 32+3 GB)","₹8,299","₹6,150",25% off,4.1,3 GB RAM | 32+3 GB ROM 16.66 cm (6.56 inch) Display 13MP Rear Camera 5000 mAh Battery Domestic Warranty of 1 Year Available for Handset and 6 month for Accessories.
"LAVA Blaze (Glass Green, 64 GB)","₹9,699","₹6,519",32% off,4,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 13MP Triple AI Camera + 8MP front camera | 8MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"LAVA YUVA 2 PRO (LAVENDER, 64 GB)","₹9,999","₹7,949",20% off,4.2,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Handset Warranty and 6 Months Warranty on Accessories
"LAVA Blaze (Glass Blue, 64 GB)","₹9,999","₹6,439",35% off,4,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 13MP Triple AI Camera + 8MP front camera | 8MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"Lenovo K9 Note (Gold, 64 GB)","₹11,999","₹8,490",29% off,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 15.21 cm (5.99 inch) HD+ Display 16MP + 2MP | 8MP Front Camera 3760 mAh Battery Qualcomm Snapdragon SDM450 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"itel A60s (Glacier Green, 128 GB)","₹8,999","₹6,984",22% off,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 8MP + 8MP 5000 mAh Battery Unisoc SC9863A1 Processor 1 Year Manufacturer Warranty
"Tecno Spark Go 2023 (Endless Black, 32+3 GB)","₹8,299","₹6,510",21% off,4.1,"3 GB RAM | 32+3 GB ROM 16.66 cm (6.56 inch) Display 13MP Rear Camera 5000 mAh Battery 2?GHz, Quad Core Processor Processor Domestic Warranty of 1 Year Available for handset and 6 month for Accessories."
"Tecno Spark Go 2023 (Nebula Purple, 64 GB)","₹8,999","₹6,996",22% off,4.1,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.66 cm (6.56 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Battery MediaTek Helio A22 Processor Domestic Warranty of 12 Months on Phone & 6 Months on Accessories
"REDMI 9i Sport (Metallic Blue, 64 GB)","₹9,999","₹8,699",13% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.59 cm (6.53 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Li-Polymer Battery MediaTek Helio G25 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"LAVA YUVA 2 PRO (GLASS LAVENDER, 64 GB)","₹9,999","₹7,930",20% off,4.2,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) HD+ Display 13MP + 13MP | 5MP + 5MP Dual Front Camera 5000 mAh Battery MediaTek Helio G37 Octa-core Processor Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"POCO M5 (Yellow, 128 GB)","₹18,999","₹8,999",52% off,4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G99 Processor 1 Year for Handset, 6 Months for Accessories"
"itel P40 (Dreamy Blue, 64 GB)","₹8,899","₹6,488",27% off,4.1,"4 GB RAM | 64 GB ROM 16.76 cm (6.6 inch) Display 13MP Rear Camera 6000 mAh Battery One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories"
"vivo Y1S (Olive Black, 32 GB)","₹10,990","₹7,390",32% off,3.8,2 GB RAM | 32 GB ROM 15.8 cm (6.22 inch) Display 13MP Rear Camera 4030 mAh Battery 1 Year for Handset and 6 Months for In-box Accessories
"realme Narzo 50i Prime (Dark Blue, 32 GB)","₹8,999","₹8,000",11% off,4.2,3 GB RAM | 32 GB ROM 16.51 cm (6.5 inch) Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery Unisoc T612 processor Processor 1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories
"POCO C3 (Arctic Blue, 32 GB)","₹9,998","₹7,299",26% off,4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.59 cm (6.53 inch) HD+ Display 13MP + 2MP + 2MP | 5MP Front Camera 5000 mAh Li-ion Polymer Battery Mediatek Helio G35 Processor 1 Year on Handset and 6 Months on Accessories
"Redmi 9A Sport (Coral Green, 32 GB)","₹9,499","₹7,999",15% off,4.2,3 GB RAM | 32 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Warranty
"itel P40 Plus (Force Black, 128 GB)","₹9,999","₹7,599",24% off,4.3,4 GB RAM | 128 GB ROM 17.27 cm (6.8 inch) Display 13MP Rear Camera 7000 mAh Battery Domestic Warranty 1 Year For Handset And 6 Months For Accessories.
"POCO C3 (Arctic Blue, 64 GB)","₹10,999","₹8,999",18% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.59 cm (6.53 inch) HD+ Display 13MP + 2MP + 2MP | 5MP Front Camera 5000 mAh Li-ion Polymer Battery Mediatek Helio G35 Processor 1 Year on Handset and 6 Months on Accessories
"vivo Y01 (Sapphire Blue, 32 GB)","₹12,990","₹8,690",33% off,4.2,2 GB RAM | 32 GB ROM 16.54 cm (6.51 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Battery Mediatek Helio P35 Processor 1 Year on Handset and 6 Months on Accessories
"Nokia G11 Plus TA-1438 DS (Blue, 64 GB)","₹13,999","₹7,739",44% off,3.7,4 GB RAM | 64 GB ROM 16.55 cm (6.517 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year Manufacturer Warranty For Device and 6 Months Manufacturer Warranty For in-box Accessories Including Battery From The Date of Purchase
"LAVA Yuva 2 (Lavender, 64 GB)","₹8,499","₹6,499",23% off,4,3 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Mediatek Helio processor Processor 1 Year Domestic
"LAVA Yuva 2 (Blue, 64 GB)","₹8,499","₹6,499",23% off,4,3 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Mediatek Helio processor Processor 1 Year Domestic
"Tecno Spark 8P (Atlantic Blue, 64 GB)","₹14,499","₹8,299",42% off,4.1,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.76 cm (6.6 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery MediaTek Helio G85 Processor 1 Year Warranty for Handset, 6 Months for Accessories"
"itel S23 (Mystery White, 128 GB)","₹9,499","₹8,239",13% off,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP Rear Camera | 8MP Front Camera 5000 mAh Battery Unisoc Tiger T606 Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"REDMI A2+ (Classic Black, 64 GB)","₹11,999","₹7,690",35% off,4.1,4 GB RAM | 64 GB ROM 16.56 cm (6.52 inch) Display 8MP Rear Camera 5000 mAh Battery 2 year domestic
"itel Vision 3 (Deep Ocean Black, 64 GB)","₹9,271","₹5,990",35% off,4,"3 GB RAM | 64 GB ROM | Expandable Upto 128 GB 16.76 cm (6.6 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery Unisoc 9863A Processor 18W Fast Charging Dual Security- Fast Fingerprint sensor and Face unlock for enhanced security One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories"
"Nokia C22 Dual Sim with Jelly Case | 6.51 inch Display | 5000 mAh Battery (Sand, 64 GB)","₹8,999","₹8,329",7% off,3.6,4 GB RAM | 64 GB ROM 16.54 cm (6.51 inch) Display 8MP + 8MP + 2MP | 2MP Front Camera 5000 mAh Battery SC9863A1 Processor 1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase
"Infinix HOT 12 Play (Racing Black, 64 GB)","₹11,999","₹8,999",25% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 17.32 cm (6.82 inch) HD+ Display 13MP + Depth Lens | 8MP Front Camera 6000 mAh Li-ion Polymer Battery Unisoc T610 Processor 1 Year on Handset And 6 Months on Accessories
"Nokia C22 Dual Sim with Jelly Case | 6.51 inch Display | 5000 mAh Battery (Charcoal, 64 GB)","₹8,999","₹8,329",7% off,3.6,4 GB RAM | 64 GB ROM 16.54 cm (6.51 inch) Display 8MP + 8MP + 2MP | 2MP Front Camera 5000 mAh Battery SC9863A1 Processor 1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase
"REDMI A1+ (Light Blue, 32 GB)","₹10,999","₹8,499",22% off,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.56 cm (6.52 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"Nokia G11 Plus DS 50MP Camera, 8MP+2MP Dual Front Camera (Grey, 64 GB)","₹13,999","₹7,889",43% off,3.6,4 GB RAM | 64 GB ROM 16.55 cm (6.517 inch) HD+ Display 50MP + 2MP | 8MP + 2MP Dual Front Camera 5000 mAh Lithium Polymer Battery Octa Core Processor Processor 1 Year Manufacturer Warranty For Device and 6 Months Manufacturer Warranty For in-box Accessories Including Battery From The Date of Purchase
"Tecno Spark 8 (Turquoise Cyan, 64 GB)","₹13,499","₹7,990",40% off,4.1,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.66 cm (6.56 inch) HD+ Display 16MP Rear Camera | 8MP Front Camera 5000 mAh Battery MediaTek Helio G25 Processor One Year Warranty for Handset, 6 Months for Accessories"
"realme Narzo 50i Prime (Dark Blue, 64 GB)","₹9,999","₹7,900",20% off,4.1,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery Unisoc T612 processor Processor 1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories
"LAVA Blaze (Glass Black, 64 GB)","₹9,999","₹6,199",38% off,4,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 13MP Triple AI Camera + 8MP front camera | 8MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"SAMSUNG M02s (Blue, 32 GB)","₹9,499","₹7,990",15% off,4.2,3 GB RAM | 32 GB ROM 16.51 cm (6.5 inch) Full HD+ Display 13MP + 2MP + 2MP | 5MP Front Camera 5000 mAh Battery Qualcomm Snapdragon 450 Processor 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"Infinix HOT 12 Play (Horizon Blue, 64 GB)","₹11,999","₹8,999",25% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 17.32 cm (6.82 inch) HD+ Display 13MP + Depth Lens | 8MP Front Camera 6000 mAh Li-ion Polymer Battery Unisoc T610 Processor 1 Year on Handset And 6 Months on Accessories
"Nokia C22 Dual Sim with Jelly Case | 6.51 inch Display | 5000 mAh Battery (Purple, 64 GB)","₹8,999","₹8,329",7% off,3.6,4 GB RAM | 64 GB ROM 16.54 cm (6.51 inch) Display 8MP + 8MP + 2MP | 2MP Front Camera 5000 mAh Battery SC9863A1 Processor 1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase
"itel A60s (Shadow Black, 128 GB)","₹8,999","₹6,799",24% off,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 8MP + 8MP 5000 mAh Battery Unisoc SC9863A1 Processor 1 Year Manufacturer Warranty
"Redmi 6 (Black, 64 GB)","₹10,499","₹8,999",14% off,4.4,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB 13.84 cm (5.45 inch) HD+ Display 12MP + 5MP | 5MP Front Camera 3000 mAh Lithium-polymer Battery 2.0 GHz Mediatek P22 Octacore Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"REDMI 10A (Slate Grey, 32 GB)","₹9,990","₹7,306",26% off,4.1,3 GB RAM | 32 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Brand Warranty
"Tecno Spark Go 2023 6.56 HD+Display 13MP Dual Camera (UYUNI BLUE, 64 GB)","₹9,999","₹7,379",26% off,4.3,4 GB RAM | 64 GB ROM 16.66 cm (6.56 inch) Display 13MP Rear Camera 5000 mAh Battery Domestic Warranty of 1 Year Available for Handset and 6 month for Accessories.
"realme 3 (Dynamic Black, 32 GB)","₹10,999","₹8,997",18% off,4.5,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.8 cm (6.22 inch) HD+ Display 13MP + 2MP | 13MP Front Camera 4230 mAh Battery MediaTek Helio P70 Octa Core 2.1 GHz AI Processor Triple Slots (Dual SIM + Memory Card) Fingerprint Sensor and Face Unlock Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"itel S23 (Mystery White, 128 GB)","₹9,500","₹7,199",24% off,4.1,4 GB RAM | 128 GB ROM 16.76 cm (6.6 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic warranty 1 year for handset and 6 months for accessories.
"LAVA BLAZE 2 (Orange, 128 GB)","₹10,999","₹8,799",20% off,4.2,6 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery 1 year
"SAMSUNG M02s (Blue, 64 GB)","₹10,499","₹8,490",19% off,4.2,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Full HD+ Display 13MP + 2MP + 2MP | 5MP Front Camera 5000 mAh Battery Qualcomm Snapdragon 450 Processor 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"itel P40 (Force Black, 64 GB)","₹8,899","₹6,499",26% off,4.1,"4 GB RAM | 64 GB ROM 16.76 cm (6.6 inch) Display 13MP Rear Camera 6000 mAh Battery One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories"
"POCO C3 (Matte Black, 32 GB)","₹9,999","₹7,990",20% off,4.3,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.59 cm (6.53 inch) HD+ Display 13MP + 2MP + 2MP | 5MP Front Camera 5000 mAh Li-ion Polymer Battery Mediatek Helio G35 Processor 1 Year on Handset and 6 Months on Accessories
"realme C33 (Aqua Blue, 32 GB)","₹11,999","₹8,999",25% off,4.4,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 50MP + 0.3MP | 5MP Front Camera 5000 mAh Lithium Ion Battery Unisoc T612 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"vivo Y01A (Sapphire Blue, 32 GB)","₹12,999","₹8,390",35% off,4.2,2 GB RAM | 32 GB ROM 16.54 cm (6.51 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery Mediatek Helio P35 Processor 1 Year on Handset and 6 Months on Accessories
"REDMI 10A (Slate Grey, 32 GB)","₹9,499","₹7,390",22% off,4.1,3 GB RAM | 32 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 12 months
"itel Vision1 (Gradation Green, 32 GB)","₹8,184","₹5,799",29% off,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB 15.46 cm (6.088 inch) HD+ Display 8MP + 0.3MP | 5MP Front Camera 4000 mAh Lithium-ion Polymer Battery Unisoc SC9863A Octa Core Processor 1 Year on Handset with 100 Days Replacement
"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)","₹9,999","₹8,299",17% off,4.2,3 GB RAM | 64 GB ROM | Expandable Upto 512 GB 17.32 cm (6.82 inch) HD+ Display 8 MP + Depth Lens | 5MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G25 Processor 1 Year on Handset and 6 Months on Accessories
"vivo Y02 (Sunset Gold, 32 GB)","₹12,999","₹8,499",34% off,4.2,3 GB RAM | 32 GB ROM 16.54 cm (6.51 inch) Display 8MP Rear Camera 5000 mAh Battery 12 Months
"REDMI 9i (Midnight Black, 64 GB)","₹9,999","₹8,999",10% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.59 cm (6.53 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery MediaTek Helio G25 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"itel P40 (Dreamy Blue, 32 GB)","₹8,299","₹6,399",22% off,4,"3 GB RAM | 32 GB ROM 16.76 cm (6.6 inch) Display 13MP Rear Camera 6000 mAh Battery 12 Months Warranty for device
6 months for accessories
1 Time Screen Replacement within 100 Days*"
"LAVA YUVA 2 PRO (Glass Green, 64 GB)","₹9,999","₹7,640",23% off,4.2,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Handset Domestic Warranty and 6 Months Warranty on Accessories
"itel P40 (Luxurious Gold, 32 GB)","₹8,299","₹5,899",28% off,4,"3 GB RAM | 32 GB ROM 16.76 cm (6.6 inch) Display 13MP Rear Camera 6000 mAh Battery 12 Months Warranty for device
6 months for accessories
1 Time Screen Replacement within 100 Days*"
"realme C33 (Sandy Gold, 32 GB)","₹11,999","₹8,999",25% off,4.4,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 50MP + 0.3MP | 5MP Front Camera 5000 mAh Lithium Ion Battery Unisoc T612 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"LAVA YUVA 2 PRO (White, 64 GB)","₹9,999","₹7,869",21% off,4.2,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Handset Domestic Warranty and 6 Months Warranty on Accessories
"itel Vision1 (Gradation Blue, 32 GB)",N/A,"₹8,299",N/A,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB 15.46 cm (6.088 inch) HD+ Display 8MP + 0.3MP | 5MP Front Camera 4000 mAh Lithium-ion Polymer Battery Unisoc SC9863A Octa Core Processor 1 Year on Handset with 100 Days Replacement
